,0,1,2
257,2,242,5
258,2,251,5
259,2,255,4
260,2,257,4
261,2,258,3
262,2,272,5
263,2,273,4
264,2,274,3
265,2,276,4
266,2,277,4
267,2,278,3
268,2,279,4
269,2,280,3
270,2,281,3
271,2,282,4
272,2,283,5
273,2,284,4
274,2,285,5
275,2,286,4
276,2,287,3
277,2,288,3
278,2,289,3
279,2,291,3
280,2,292,4
281,2,293,4
282,2,294,1
283,2,295,4
284,2,296,3
285,2,297,4
286,2,298,3
287,2,299,4
288,2,300,4
289,2,301,4
290,2,302,5
291,2,304,4
292,2,305,3
293,2,306,4
294,2,307,3
295,2,308,3
296,2,309,1
297,2,310,4
298,2,311,5
299,2,312,3
300,2,313,5
301,2,314,1
302,2,315,1
303,2,316,5
304,3,181,4
305,3,245,1
306,3,246,3
307,3,258,2
308,3,260,4
309,3,264,2
310,3,271,3
311,3,272,2
312,3,288,2
313,3,294,2
314,3,297,3
315,3,299,3
316,3,300,2
317,3,302,2
318,3,307,3
319,3,317,2
320,3,318,4
321,3,319,2
322,3,320,5
323,3,321,5
324,3,322,3
325,3,323,2
326,3,324,2
327,3,325,1
328,3,326,2
329,3,327,4
330,3,328,5
331,3,329,4
332,3,330,2
333,3,331,4
334,3,332,1
335,3,333,2
336,3,334,3
337,3,335,1
338,3,336,1
339,3,337,1
340,3,338,2
341,3,339,3
342,3,340,5
343,3,341,1
344,3,343,3
345,3,344,4
346,3,345,3
347,3,346,5
348,3,347,5
349,3,349,3
350,3,350,3
351,3,351,3
352,3,352,2
353,3,353,1
354,3,354,3
355,3,355,3
356,4,11,4
357,4,50,5
358,4,210,3
359,4,258,5
360,4,260,4
361,4,264,3
362,4,271,4
363,4,288,4
364,4,294,5
365,4,297,5
366,4,300,5
367,4,301,5
368,4,324,5
369,4,327,5
370,4,328,3
371,4,329,5
372,4,356,3
373,4,357,4
374,4,358,2
375,4,359,5
376,4,360,5
377,4,361,5
378,4,362,5
379,5,1,4
380,5,2,3
381,5,21,3
382,5,24,4
383,5,25,3
384,5,29,4
385,5,40,4
386,5,50,4
387,5,62,4
388,5,63,1
389,5,66,1
390,5,69,1
391,5,70,4
392,5,79,3
393,5,80,2
394,5,89,5
395,5,90,3
396,5,94,3
397,5,95,4
398,5,98,3
399,5,99,3
400,5,100,5
401,5,101,5
402,5,102,3
403,5,105,3
404,5,109,5
405,5,110,1
406,5,135,4
407,5,139,3
408,5,144,3
409,5,145,1
410,5,153,5
411,5,154,3
412,5,162,1
413,5,163,5
414,5,167,2
415,5,168,3
416,5,169,5
417,5,172,5
418,5,173,4
419,5,174,5
420,5,176,3
421,5,181,5
422,5,183,4
423,5,185,3
424,5,186,5
425,5,189,5
426,5,194,4
427,5,200,2
428,5,204,4
429,5,208,4
430,5,209,5
431,5,210,3
432,5,211,4
433,5,214,3
434,5,216,1
435,5,219,3
436,5,222,4
437,5,225,2
438,5,226,3
439,5,227,4
440,5,228,5
441,5,229,2
442,5,230,3
443,5,231,2
444,5,233,4
445,5,235,4
446,5,239,4
447,5,241,1
448,5,243,1
449,5,250,3
450,5,257,5
451,5,259,1
452,5,267,4
453,5,363,3
454,5,364,1
455,5,365,1
456,5,366,3
457,5,368,1
458,5,369,1
459,5,370,1
460,5,371,1
461,5,372,3
462,5,374,3
463,5,375,3
464,5,376,2
465,5,378,1
466,5,379,3
467,5,380,3
468,5,381,1
469,5,382,5
470,5,383,3
471,5,384,3
472,5,385,4
473,5,386,2
474,5,387,3
475,5,388,2
476,5,389,1
477,5,390,5
478,5,391,4
479,5,392,2
480,5,393,2
481,5,394,2
482,5,395,2
483,5,396,5
484,5,398,2
485,5,399,3
486,5,401,5
487,5,402,1
488,5,403,3
489,5,404,2
490,5,405,3
491,5,406,1
492,5,407,3
493,5,408,5
494,5,409,2
495,5,410,1
496,5,411,1
497,5,412,3
498,5,413,3
499,5,414,3
500,5,415,1
501,5,416,1
502,5,417,3
503,5,418,3
504,5,419,3
505,5,420,3
506,5,421,1
507,5,422,4
508,5,423,4
509,5,424,1
510,5,425,2
511,5,426,3
512,5,427,3
513,5,428,5
514,5,429,3
515,5,430,5
516,5,431,3
517,5,432,4
518,5,433,5
519,5,434,5
520,5,435,4
521,5,436,5
522,5,437,1
523,5,438,1
524,5,439,1
525,5,440,1
526,5,441,1
527,5,443,4
528,5,446,4
529,5,447,3
530,5,449,2
531,5,451,1
532,5,452,1
533,5,453,1
534,5,454,1
535,5,455,4
536,5,456,1
537,5,457,1
538,6,1,4
539,6,7,2
540,6,8,4
541,6,9,4
542,6,12,4
543,6,13,2
544,6,15,3
545,6,19,4
546,6,21,3
547,6,22,3
548,6,23,4
549,6,28,2
550,6,32,4
551,6,56,4
552,6,64,4
553,6,69,3
554,6,70,3
555,6,71,4
556,6,81,4
557,6,86,3
558,6,87,4
559,6,89,4
560,6,95,2
561,6,98,5
562,6,100,5
563,6,111,2
564,6,117,2
565,6,124,5
566,6,127,5
567,6,131,5
568,6,132,5
569,6,133,4
570,6,134,5
571,6,135,5
572,6,137,5
573,6,143,2
574,6,151,3
575,6,153,4
576,6,154,3
577,6,156,3
578,6,165,5
579,6,168,4
580,6,169,4
581,6,173,5
582,6,174,4
583,6,175,4
584,6,177,4
585,6,178,4
586,6,180,4
587,6,182,4
588,6,183,4
589,6,185,5
590,6,186,4
591,6,187,4
592,6,188,3
593,6,189,3
594,6,191,4
595,6,192,4
596,6,193,3
597,6,194,4
598,6,195,4
599,6,202,3
600,6,203,3
601,6,204,3
602,6,205,3
603,6,208,4
604,6,209,4
605,6,211,5
606,6,213,4
607,6,216,5
608,6,221,4
609,6,223,4
610,6,237,2
611,6,238,5
612,6,242,4
613,6,246,3
614,6,248,3
615,6,257,2
616,6,258,2
617,6,259,1
618,6,261,3
619,6,272,4
620,6,274,4
621,6,275,4
622,6,276,2
623,6,284,2
624,6,285,3
625,6,286,2
626,6,293,3
627,6,294,2
628,6,297,3
629,6,298,3
630,6,301,2
631,6,302,4
632,6,304,4
633,6,306,4
634,6,308,3
635,6,309,2
636,6,310,2
637,6,317,3
638,6,321,3
639,6,340,2
640,6,357,4
641,6,367,2
642,6,405,1
643,6,408,4
644,6,419,4
645,6,423,3
646,6,425,3
647,6,427,4
648,6,432,4
649,6,435,4
650,6,458,1
651,6,459,2
652,6,460,2
653,6,462,5
654,6,463,4
655,6,464,2
656,6,465,1
657,6,466,4
658,6,467,4
659,6,469,5
660,6,470,3
661,6,471,2
662,6,472,1
663,6,473,2
664,6,474,5
665,6,476,1
666,6,477,1
667,6,478,4
668,6,479,5
669,6,480,4
670,6,481,5
671,6,482,4
672,6,483,5
673,6,484,5
674,6,485,5
675,6,486,4
676,6,487,5
677,6,488,5
678,6,489,5
679,6,490,5
680,6,491,4
681,6,492,5
682,6,494,4
683,6,495,4
684,6,496,4
685,6,497,4
686,6,498,4
687,6,499,4
688,6,501,5
689,6,502,4
690,6,503,3
691,6,504,3
692,6,505,4
693,6,506,4
694,6,508,3
695,6,509,4
696,6,510,4
697,6,511,5
698,6,512,4
699,6,513,4
700,6,514,5
701,6,515,4
702,6,516,4
703,6,517,4
704,6,518,3
705,6,519,5
706,6,520,4
707,6,521,4
708,6,522,5
709,6,523,5
710,6,524,3
711,6,525,5
712,6,526,3
713,6,528,4
714,6,529,4
715,6,530,4
716,6,531,4
717,6,532,3
718,6,533,4
719,6,534,4
720,6,535,2
721,6,536,4
722,6,537,4
723,6,538,2
724,6,539,2
725,7,4,5
726,7,7,5
727,7,8,5
728,7,9,5
729,7,11,3
730,7,12,5
731,7,23,3
732,7,25,3
733,7,27,4
734,7,28,5
735,7,29,3
736,7,31,4
737,7,32,4
738,7,39,5
739,7,44,5
740,7,47,5
741,7,50,5
742,7,52,4
743,7,53,5
744,7,54,3
745,7,56,5
746,7,62,3
747,7,64,5
748,7,68,4
749,7,69,5
750,7,70,1
751,7,71,5
752,7,73,3
753,7,77,5
754,7,78,3
755,7,80,4
756,7,81,5
757,7,82,3
758,7,86,4
759,7,89,5
760,7,90,3
761,7,91,3
762,7,92,5
763,7,93,5
764,7,96,5
765,7,97,5
766,7,98,4
767,7,99,5
768,7,100,5
769,7,101,5
770,7,106,4
771,7,118,2
772,7,121,5
773,7,125,4
774,7,126,3
775,7,127,5
776,7,131,5
777,7,132,5
778,7,133,5
779,7,134,4
780,7,136,5
781,7,139,3
782,7,140,5
783,7,141,5
784,7,142,3
785,7,143,3
786,7,145,1
787,7,151,4
788,7,152,4
789,7,153,5
790,7,154,5
791,7,156,5
792,7,157,5
793,7,161,3
794,7,162,5
795,7,163,4
796,7,164,5
797,7,166,3
798,7,171,3
799,7,172,4
800,7,173,5
801,7,174,5
802,7,175,5
803,7,176,3
804,7,177,4
805,7,178,4
806,7,180,5
807,7,183,4
808,7,185,5
809,7,186,4
810,7,187,4
811,7,188,5
812,7,190,5
813,7,191,5
814,7,192,4
815,7,193,5
816,7,194,5
817,7,195,5
818,7,196,5
819,7,197,4
820,7,198,3
821,7,199,5
822,7,200,5
823,7,201,2
824,7,202,3
825,7,203,5
826,7,204,5
827,7,205,5
828,7,207,4
829,7,208,5
830,7,210,4
831,7,211,5
832,7,212,1
833,7,213,3
834,7,214,5
835,7,215,4
836,7,216,4
837,7,217,4
838,7,219,1
839,7,223,5
840,7,226,5
841,7,227,3
842,7,228,4
843,7,229,3
844,7,230,3
845,7,231,3
846,7,232,3
847,7,237,5
848,7,238,5
849,7,241,4
850,7,246,3
851,7,258,4
852,7,259,3
853,7,260,1
854,7,264,4
855,7,265,5
856,7,266,4
857,7,269,3
858,7,273,3
859,7,275,4
860,7,281,3
861,7,285,5
862,7,286,4
863,7,288,4
864,7,300,4
865,7,307,5
866,7,309,3
867,7,318,5
868,7,324,1
869,7,334,5
870,7,341,3
871,7,356,4
872,7,357,5
873,7,365,4
874,7,367,5
875,7,378,5
876,7,379,4
877,7,382,4
878,7,384,3
879,7,385,5
880,7,386,4
881,7,387,3
882,7,389,4
883,7,391,3
884,7,393,4
885,7,396,4
886,7,399,4
887,7,401,4
888,7,402,5
889,7,403,4
890,7,404,5
891,7,405,3
892,7,415,2
893,7,416,5
894,7,417,3
895,7,418,4
896,7,420,5
897,7,421,3
898,7,427,5
899,7,428,5
900,7,429,5
901,7,430,3
902,7,431,4
903,7,432,4
904,7,433,5
905,7,435,5
906,7,436,5
907,7,440,1
908,7,441,2
909,7,443,5
910,7,446,2
911,7,448,3
912,7,450,4
913,7,451,5
914,7,452,5
915,7,461,4
916,7,463,4
917,7,465,4
918,7,470,3
919,7,471,4
920,7,472,2
921,7,474,5
922,7,479,4
923,7,480,4
924,7,481,5
925,7,482,3
926,7,483,4
927,7,484,5
928,7,485,5
929,7,487,3
930,7,489,3
931,7,491,5
932,7,492,5
933,7,495,5
934,7,496,5
935,7,497,4
936,7,498,5
937,7,499,4
938,7,502,5
939,7,503,4
940,7,504,5
941,7,505,3
942,7,506,5
943,7,507,5
944,7,509,5
945,7,511,5
946,7,513,4
947,7,514,2
948,7,515,3
949,7,519,4
950,7,520,5
951,7,523,4
952,7,526,5
953,7,527,5
954,7,528,5
955,7,529,2
956,7,530,5
957,7,537,3
958,7,540,3
959,7,541,2
960,7,542,4
961,7,543,3
962,7,544,3
963,7,545,2
964,7,546,4
965,7,547,3
966,7,548,5
967,7,549,4
968,7,550,4
969,7,551,1
970,7,552,4
971,7,554,3
972,7,556,3
973,7,557,4
974,7,558,4
975,7,559,5
976,7,561,4
977,7,562,5
978,7,563,2
979,7,565,4
980,7,566,4
981,7,567,1
982,7,568,5
983,7,569,4
984,7,570,3
985,7,571,3
986,7,572,3
987,7,573,5
988,7,574,5
989,7,575,3
990,7,576,5
991,7,577,2
992,7,579,4
993,7,580,3
994,7,581,5
995,7,582,5
996,7,584,4
997,7,585,4
998,7,586,3
999,7,587,4
1000,7,589,5
1001,7,590,2
1002,7,591,3
1003,7,592,5
1004,7,593,5
1005,7,594,3
1006,7,595,2
1007,7,596,5
1008,7,597,3
1009,7,598,3
1010,7,599,1
1011,7,600,4
1012,7,601,5
1013,7,602,3
1014,7,603,4
1015,7,604,3
1016,7,605,4
1017,7,606,3
1018,7,607,3
1019,7,608,4
1020,7,609,3
1021,7,610,5
1022,7,611,3
1023,7,612,5
1024,7,613,4
1025,7,614,5
1026,7,615,4
1027,7,616,4
1028,7,617,5
1029,7,618,4
1030,7,619,3
1031,7,620,4
1032,7,621,5
1033,7,622,4
1034,7,623,3
1035,7,624,4
1036,7,625,3
1037,7,626,5
1038,7,627,3
1039,7,628,3
1040,7,629,3
1041,7,630,5
1042,7,631,4
1043,7,632,5
1044,7,633,5
1045,7,634,5
1046,7,635,3
1047,7,636,4
1048,7,637,4
1049,7,638,4
1050,7,639,5
1051,7,640,3
1052,7,641,5
1053,7,642,3
1054,7,643,4
1055,7,644,5
1056,7,645,4
1057,7,646,5
1058,7,647,5
1059,7,648,5
1060,7,649,5
1061,7,650,3
1062,7,651,5
1063,7,652,3
1064,7,653,4
1065,7,654,5
1066,7,655,5
1067,7,657,4
1068,7,658,3
1069,7,659,5
1070,7,660,5
1071,7,661,5
1072,7,662,3
1073,7,663,5
1074,7,664,3
1075,7,665,4
1076,7,666,4
1077,7,667,5
1078,7,668,4
1079,7,669,1
1080,7,671,5
1081,7,672,1
1082,7,673,3
1083,7,674,2
1084,7,675,5
1085,7,676,3
1086,7,677,3
1087,7,678,3
1088,7,679,5
1089,7,681,1
1090,7,682,2
1091,7,683,4
1092,8,7,3
1093,8,11,3
1094,8,22,5
1095,8,50,5
1096,8,55,5
1097,8,56,5
1098,8,79,4
1099,8,89,4
1100,8,96,3
1101,8,127,5
1102,8,144,5
1103,8,172,5
1104,8,174,5
1105,8,176,5
1106,8,177,4
1107,8,181,4
1108,8,182,5
1109,8,183,5
1110,8,187,4
1111,8,188,5
1112,8,190,4
1113,8,195,5
1114,8,210,4
1115,8,222,5
1116,8,227,4
1117,8,228,5
1118,8,229,5
1119,8,233,4
1120,8,241,4
1121,8,258,5
1122,8,259,1
1123,8,260,3
1124,8,294,3
1125,8,301,4
1126,8,336,3
1127,8,338,4
1128,8,341,2
1129,8,358,2
1130,8,385,1
1131,8,403,4
1132,8,435,5
1133,8,457,1
1134,8,510,4
1135,8,511,5
1136,8,518,4
1137,8,550,3
1138,8,566,3
1139,8,568,4
1140,8,651,5
1141,8,684,4
1142,8,685,4
1143,8,686,3
1144,8,687,1
1145,8,688,1
1146,9,6,5
1147,9,7,4
1148,9,50,5
1149,9,201,5
1150,9,242,4
1151,9,276,4
1152,9,286,5
1153,9,294,4
1154,9,298,5
1155,9,340,4
1156,9,371,5
1157,9,385,5
1158,9,479,4
1159,9,483,5
1160,9,487,5
1161,9,507,4
1162,9,521,4
1163,9,527,3
1164,9,615,4
1165,9,690,1
1166,9,691,5
1167,10,1,4
1168,10,4,4
1169,10,7,4
1170,10,9,4
1171,10,11,4
1172,10,12,5
1173,10,13,3
1174,10,16,4
1175,10,22,5
1176,10,23,5
1177,10,32,4
1178,10,33,4
1179,10,40,4
1180,10,48,4
1181,10,50,5
1182,10,56,5
1183,10,59,4
1184,10,60,3
1185,10,64,4
1186,10,69,4
1187,10,70,4
1188,10,85,4
1189,10,98,4
1190,10,99,5
1191,10,100,5
1192,10,116,4
1193,10,127,5
1194,10,129,4
1195,10,132,5
1196,10,133,5
1197,10,134,5
1198,10,135,5
1199,10,137,4
1200,10,144,4
1201,10,153,4
1202,10,155,4
1203,10,156,4
1204,10,157,5
1205,10,160,4
1206,10,161,4
1207,10,162,4
1208,10,164,4
1209,10,168,4
1210,10,170,4
1211,10,174,4
1212,10,175,3
1213,10,178,5
1214,10,179,5
1215,10,180,5
1216,10,183,5
1217,10,185,5
1218,10,186,4
1219,10,191,5
1220,10,192,4
1221,10,194,4
1222,10,195,4
1223,10,197,5
1224,10,198,3
1225,10,199,4
1226,10,200,5
1227,10,203,4
1228,10,205,5
1229,10,211,5
1230,10,216,4
1231,10,221,4
1232,10,223,5
1233,10,230,4
1234,10,234,4
1235,10,238,4
1236,10,245,4
1237,10,269,4
1238,10,274,4
1239,10,275,4
1240,10,276,4
1241,10,283,4
1242,10,285,5
1243,10,289,4
1244,10,294,3
1245,10,302,4
1246,10,319,3
1247,10,321,4
1248,10,333,4
1249,10,334,4
1250,10,357,5
1251,10,367,4
1252,10,371,4
1253,10,385,4
1254,10,404,4
1255,10,414,4
1256,10,418,4
1257,10,420,4
1258,10,430,3
1259,10,432,4
1260,10,435,5
1261,10,447,4
1262,10,461,3
1263,10,462,3
1264,10,463,4
1265,10,467,4
1266,10,470,4
1267,10,474,4
1268,10,475,4
1269,10,478,5
1270,10,479,5
1271,10,480,5
1272,10,482,4
1273,10,483,5
1274,10,484,5
1275,10,486,4
1276,10,493,4
1277,10,495,4
1278,10,496,5
1279,10,497,4
1280,10,498,5
1281,10,502,4
1282,10,504,5
1283,10,505,4
1284,10,509,4
1285,10,511,4
1286,10,513,4
1287,10,518,4
1288,10,519,5
1289,10,521,4
1290,10,525,5
1291,10,529,3
1292,10,530,4
1293,10,531,5
1294,10,558,4
1295,10,582,4
1296,10,588,4
1297,10,589,5
1298,10,602,5
1299,10,606,5
1300,10,610,4
1301,10,617,5
1302,10,629,4
1303,10,651,4
1304,10,652,3
1305,10,654,5
1306,10,655,5
1307,10,656,5
1308,10,657,4
1309,10,663,3
1310,10,664,4
1311,10,686,4
1312,10,692,4
1313,10,693,4
1314,10,694,5
1315,10,695,3
1316,10,696,4
1317,10,697,3
1318,10,698,4
1319,10,699,4
1320,10,700,4
1321,10,701,4
1322,10,703,5
1323,10,704,3
1324,10,705,4
1325,10,707,5
1326,10,708,4
1327,10,709,4
1328,10,710,4
1329,10,711,4
1330,10,712,4
1331,11,8,4
1332,11,9,5
1333,11,11,2
1334,11,15,5
1335,11,22,4
1336,11,24,3
1337,11,25,3
1338,11,28,5
1339,11,29,3
1340,11,38,3
1341,11,39,3
1342,11,40,3
1343,11,42,3
1344,11,47,4
1345,11,51,4
1346,11,52,3
1347,11,54,3
1348,11,56,4
1349,11,57,2
1350,11,58,3
1351,11,70,4
1352,11,79,4
1353,11,83,5
1354,11,86,4
1355,11,88,3
1356,11,90,2
1357,11,94,3
1358,11,97,4
1359,11,98,2
1360,11,100,4
1361,11,107,4
1362,11,109,3
1363,11,110,3
1364,11,111,4
1365,11,120,2
1366,11,121,3
1367,11,123,3
1368,11,125,4
1369,11,135,4
1370,11,168,3
1371,11,176,3
1372,11,180,2
1373,11,185,4
1374,11,190,3
1375,11,191,4
1376,11,196,5
1377,11,203,4
1378,11,204,3
1379,11,208,4
1380,11,211,3
1381,11,213,4
1382,11,215,3
1383,11,216,3
1384,11,222,3
1385,11,227,3
1386,11,228,3
1387,11,230,4
1388,11,237,4
1389,11,238,3
1390,11,239,4
1391,11,241,4
1392,11,258,5
1393,11,259,3
1394,11,260,1
1395,11,274,3
1396,11,277,5
1397,11,286,5
1398,11,290,3
1399,11,291,4
1400,11,300,3
1401,11,312,4
1402,11,317,4
1403,11,318,5
1404,11,324,1
1405,11,332,5
1406,11,350,4
1407,11,356,4
1408,11,357,5
1409,11,365,3
1410,11,367,3
1411,11,370,3
1412,11,372,4
1413,11,382,3
1414,11,383,2
1415,11,386,3
1416,11,393,4
1417,11,395,2
1418,11,399,3
1419,11,401,3
1420,11,402,4
1421,11,405,3
1422,11,414,3
1423,11,423,5
1424,11,425,4
1425,11,428,4
1426,11,429,5
1427,11,430,3
1428,11,431,2
1429,11,433,4
1430,11,434,4
1431,11,435,4
1432,11,449,3
1433,11,451,2
1434,11,455,3
1435,11,504,3
1436,11,508,4
1437,11,517,2
1438,11,521,2
1439,11,524,4
1440,11,526,3
1441,11,527,4
1442,11,549,4
1443,11,558,3
1444,11,561,2
1445,11,573,3
1446,11,577,3
1447,11,580,5
1448,11,597,2
1449,11,603,4
1450,11,646,3
1451,11,652,4
1452,11,654,3
1453,11,659,5
1454,11,660,3
1455,11,662,3
1456,11,663,4
1457,11,690,4
1458,11,692,4
1459,11,699,4
1460,11,707,5
1461,11,710,2
1462,11,713,5
1463,11,714,4
1464,11,715,3
1465,11,716,3
1466,11,717,2
1467,11,718,5
1468,11,719,3
1469,11,720,1
1470,11,721,3
1471,11,722,3
1472,11,723,5
1473,11,724,3
1474,11,726,3
1475,11,727,3
1476,11,729,4
1477,11,730,3
1478,11,731,4
1479,11,732,3
1480,11,733,4
1481,11,734,3
1482,11,735,3
1483,11,736,4
1484,11,738,3
1485,11,739,3
1486,11,740,4
1487,11,741,5
1488,11,742,3
1489,11,743,2
1490,11,744,4
1491,11,745,5
1492,11,746,4
1493,11,747,3
1494,11,749,5
1495,11,750,5
1496,11,751,2
1497,11,752,4
1498,12,4,5
1499,12,15,5
1500,12,28,5
1501,12,50,4
1502,12,69,5
1503,12,71,4
1504,12,82,4
1505,12,88,5
1506,12,96,4
1507,12,97,5
1508,12,98,5
1509,12,127,4
1510,12,132,5
1511,12,133,4
1512,12,157,5
1513,12,159,4
1514,12,161,5
1515,12,168,4
1516,12,170,4
1517,12,172,4
1518,12,174,5
1519,12,191,5
1520,12,195,4
1521,12,196,5
1522,12,200,1
1523,12,202,4
1524,12,203,3
1525,12,204,5
1526,12,215,4
1527,12,228,4
1528,12,238,5
1529,12,276,4
1530,12,282,5
1531,12,300,4
1532,12,318,5
1533,12,328,4
1534,12,381,4
1535,12,392,4
1536,12,402,5
1537,12,416,3
1538,12,471,5
1539,12,480,4
1540,12,591,5
1541,12,684,5
1542,12,708,3
1543,12,735,5
1544,12,753,5
1545,12,754,4
1546,13,1,3
1547,13,2,3
1548,13,4,5
1549,13,5,1
1550,13,7,2
1551,13,8,4
1552,13,9,3
1553,13,11,1
1554,13,12,5
1555,13,13,5
1556,13,14,4
1557,13,17,1
1558,13,22,4
1559,13,23,5
1560,13,24,1
1561,13,25,1
1562,13,27,3
1563,13,28,5
1564,13,29,2
1565,13,32,4
1566,13,33,5
1567,13,37,1
1568,13,38,3
1569,13,39,3
1570,13,40,2
1571,13,42,4
1572,13,45,3
1573,13,48,5
1574,13,50,5
1575,13,51,3
1576,13,53,1
1577,13,56,5
1578,13,58,4
1579,13,59,4
1580,13,60,4
1581,13,61,4
1582,13,62,5
1583,13,66,3
1584,13,68,3
1585,13,69,4
1586,13,71,4
1587,13,72,4
1588,13,73,3
1589,13,78,1
1590,13,79,3
1591,13,82,2
1592,13,83,2
1593,13,86,1
1594,13,87,5
1595,13,88,4
1596,13,89,4
1597,13,90,3
1598,13,91,2
1599,13,92,3
1600,13,94,3
1601,13,95,5
1602,13,96,4
1603,13,97,4
1604,13,98,4
1605,13,99,4
1606,13,100,5
1607,13,109,4
1608,13,111,5
1609,13,116,5
1610,13,117,3
1611,13,118,4
1612,13,121,5
1613,13,127,5
1614,13,128,1
1615,13,132,4
1616,13,135,5
1617,13,137,5
1618,13,138,1
1619,13,141,2
1620,13,143,1
1621,13,144,4
1622,13,145,2
1623,13,147,3
1624,13,150,5
1625,13,152,5
1626,13,153,4
1627,13,154,5
1628,13,155,2
1629,13,157,3
1630,13,158,1
1631,13,160,4
1632,13,161,5
1633,13,163,3
1634,13,165,3
1635,13,166,5
1636,13,167,4
1637,13,168,4
1638,13,170,5
1639,13,172,5
1640,13,173,2
1641,13,174,4
1642,13,175,4
1643,13,176,3
1644,13,177,5
1645,13,178,4
1646,13,180,5
1647,13,181,5
1648,13,182,5
1649,13,184,1
1650,13,185,3
1651,13,186,4
1652,13,187,5
1653,13,188,4
1654,13,190,4
1655,13,191,3
1656,13,193,5
1657,13,195,3
1658,13,196,4
1659,13,197,4
1660,13,198,3
1661,13,200,3
1662,13,201,1
1663,13,202,5
1664,13,204,5
