,0,1,2
257,1,258,5
258,1,259,1
259,1,260,1
260,1,261,1
261,1,262,3
262,1,263,1
263,1,264,2
264,1,265,4
265,1,266,1
266,1,267,4
267,1,269,5
268,1,270,5
269,1,271,2
270,1,272,3
271,2,1,4
272,2,10,2
273,2,13,4
274,2,14,4
275,2,19,3
276,2,25,4
277,2,50,5
278,2,100,5
279,2,111,4
280,2,127,5
281,2,237,4
282,2,242,5
283,2,251,5
284,2,255,4
285,2,257,4
286,2,258,3
287,2,269,4
288,2,272,5
289,2,273,4
290,2,274,3
291,2,275,5
292,2,276,4
293,2,277,4
294,2,278,3
295,2,279,4
296,2,280,3
297,2,281,3
298,2,282,4
299,2,283,5
300,2,284,4
301,2,285,5
302,2,286,4
303,2,287,3
304,2,288,3
305,2,289,3
306,2,290,3
307,2,291,3
308,2,292,4
309,2,293,4
310,2,294,1
311,2,295,4
312,2,296,3
313,2,297,4
314,2,298,3
315,2,299,4
316,2,300,4
317,2,301,4
318,2,302,5
319,2,304,4
320,2,305,3
321,2,306,4
322,2,307,3
323,2,308,3
324,2,309,1
325,2,310,4
326,2,311,5
327,2,312,3
328,2,313,5
329,2,314,1
330,2,315,1
331,2,316,5
332,3,181,4
333,3,245,1
334,3,246,3
335,3,258,2
336,3,260,4
337,3,264,2
338,3,271,3
339,3,272,2
340,3,288,2
341,3,294,2
342,3,297,3
343,3,299,3
344,3,300,2
345,3,302,2
346,3,307,3
347,3,317,2
348,3,318,4
349,3,319,2
350,3,320,5
351,3,321,5
352,3,322,3
353,3,323,2
354,3,324,2
355,3,325,1
356,3,326,2
357,3,327,4
358,3,328,5
359,3,329,4
360,3,330,2
361,3,331,4
362,3,332,1
363,3,333,2
364,3,334,3
365,3,335,1
366,3,336,1
367,3,337,1
368,3,338,2
369,3,339,3
370,3,340,5
371,3,341,1
372,3,342,4
373,3,343,3
374,3,344,4
375,3,345,3
376,3,346,5
377,3,347,5
378,3,349,3
379,3,350,3
380,3,351,3
381,3,352,2
382,3,353,1
383,3,354,3
384,3,355,3
385,4,11,4
386,4,50,5
387,4,210,3
388,4,258,5
389,4,260,4
390,4,264,3
391,4,271,4
392,4,288,4
393,4,294,5
394,4,297,5
395,4,300,5
396,4,301,5
397,4,324,5
398,4,327,5
399,4,328,3
400,4,329,5
401,4,354,5
402,4,356,3
403,4,357,4
404,4,358,2
405,4,359,5
406,4,360,5
407,4,361,5
408,4,362,5
409,5,1,4
410,5,2,3
411,5,17,4
412,5,21,3
413,5,24,4
414,5,25,3
415,5,29,4
416,5,40,4
417,5,42,5
418,5,50,4
419,5,62,4
420,5,63,1
421,5,66,1
422,5,69,1
423,5,70,4
424,5,79,3
425,5,80,2
426,5,89,5
427,5,90,3
428,5,94,3
429,5,95,4
430,5,98,3
431,5,99,3
432,5,100,5
433,5,101,5
434,5,102,3
435,5,105,3
436,5,109,5
437,5,110,1
438,5,121,4
439,5,135,4
440,5,139,3
441,5,143,3
442,5,144,3
443,5,145,1
444,5,151,3
445,5,153,5
446,5,154,3
447,5,162,1
448,5,163,5
449,5,167,2
450,5,168,3
451,5,169,5
452,5,172,5
453,5,173,4
454,5,174,5
455,5,176,3
456,5,181,5
457,5,183,4
458,5,185,3
459,5,186,5
460,5,189,5
461,5,194,4
462,5,200,2
463,5,204,4
464,5,208,4
465,5,209,5
466,5,210,3
467,5,211,4
468,5,214,3
469,5,216,1
470,5,219,3
471,5,222,4
472,5,225,2
473,5,226,3
474,5,227,4
475,5,228,5
476,5,229,2
477,5,230,3
478,5,231,2
479,5,233,4
480,5,234,2
481,5,235,4
482,5,239,4
483,5,241,1
484,5,243,1
485,5,250,3
486,5,257,5
487,5,259,1
488,5,267,4
489,5,363,3
490,5,364,1
491,5,365,1
492,5,366,3
493,5,367,3
494,5,368,1
495,5,369,1
496,5,370,1
497,5,371,1
498,5,372,3
499,5,373,3
500,5,374,3
501,5,375,3
502,5,376,2
503,5,377,1
504,5,378,1
505,5,379,3
506,5,380,3
507,5,381,1
508,5,382,5
509,5,383,3
510,5,384,3
511,5,385,4
512,5,386,2
513,5,387,3
514,5,388,2
515,5,389,1
516,5,390,5
517,5,391,4
518,5,392,2
519,5,393,2
520,5,394,2
521,5,395,2
522,5,396,5
523,5,397,2
524,5,398,2
525,5,399,3
526,5,400,1
527,5,401,5
528,5,402,1
529,5,403,3
530,5,404,2
531,5,405,3
532,5,406,1
533,5,407,3
534,5,408,5
535,5,409,2
536,5,410,1
537,5,411,1
538,5,412,3
539,5,413,3
540,5,414,3
541,5,415,1
542,5,416,1
543,5,417,3
544,5,418,3
545,5,419,3
546,5,420,3
547,5,421,1
548,5,422,4
549,5,423,4
550,5,424,1
551,5,425,2
552,5,426,3
553,5,427,3
554,5,428,5
555,5,429,3
556,5,430,5
557,5,431,3
558,5,432,4
559,5,433,5
560,5,434,5
561,5,435,4
562,5,436,5
563,5,437,1
564,5,438,1
565,5,439,1
566,5,440,1
567,5,441,1
568,5,442,1
569,5,443,4
570,5,444,2
571,5,445,3
572,5,446,4
573,5,447,3
574,5,448,2
575,5,449,2
576,5,450,1
577,5,451,1
578,5,452,1
579,5,453,1
580,5,454,1
581,5,455,4
582,5,456,1
583,5,457,1
584,6,1,4
585,6,7,2
586,6,8,4
587,6,9,4
588,6,12,4
589,6,13,2
590,6,14,5
591,6,15,3
592,6,19,4
593,6,21,3
594,6,22,3
595,6,23,4
596,6,28,2
597,6,32,4
598,6,47,3
599,6,50,4
600,6,56,4
601,6,59,5
602,6,64,4
603,6,69,3
604,6,70,3
605,6,71,4
606,6,79,3
607,6,81,4
608,6,86,3
609,6,87,4
610,6,89,4
611,6,95,2
612,6,98,5
613,6,100,5
614,6,111,2
615,6,117,2
616,6,124,5
617,6,125,3
618,6,127,5
619,6,131,5
620,6,132,5
621,6,133,4
622,6,134,5
623,6,135,5
624,6,136,5
625,6,137,5
626,6,143,2
627,6,151,3
628,6,153,4
629,6,154,3
630,6,156,3
631,6,165,5
632,6,166,4
633,6,168,4
634,6,169,4
635,6,170,4
636,6,173,5
637,6,174,4
638,6,175,4
639,6,177,4
640,6,178,4
641,6,180,4
642,6,182,4
643,6,183,4
644,6,185,5
645,6,186,4
646,6,187,4
647,6,188,3
648,6,189,3
649,6,191,4
650,6,192,4
651,6,193,3
652,6,194,4
653,6,195,4
654,6,197,5
655,6,199,4
656,6,200,3
657,6,202,3
658,6,203,3
659,6,204,3
660,6,205,3
661,6,208,4
662,6,209,4
663,6,211,5
664,6,213,4
665,6,216,5
666,6,221,4
667,6,223,4
668,6,237,2
669,6,238,5
670,6,242,4
671,6,246,3
672,6,248,3
673,6,257,2
674,6,258,2
675,6,259,1
676,6,261,3
677,6,269,4
678,6,272,4
679,6,274,4
680,6,275,4
681,6,276,2
682,6,284,2
683,6,285,3
684,6,286,2
685,6,293,3
686,6,294,2
687,6,297,3
688,6,298,3
689,6,301,2
690,6,302,4
691,6,304,4
692,6,306,4
693,6,308,3
694,6,309,2
695,6,310,2
696,6,317,3
697,6,318,4
698,6,321,3
699,6,340,2
700,6,357,4
701,6,367,2
702,6,405,1
703,6,408,4
704,6,410,4
705,6,419,4
706,6,423,3
707,6,425,3
708,6,427,4
709,6,432,4
710,6,435,4
711,6,458,1
712,6,459,2
713,6,460,2
714,6,461,4
715,6,462,5
716,6,463,4
717,6,464,2
718,6,465,1
719,6,466,4
720,6,467,4
721,6,468,3
722,6,469,5
723,6,470,3
724,6,471,2
725,6,472,1
726,6,473,2
727,6,474,5
728,6,475,5
729,6,476,1
730,6,477,1
731,6,478,4
732,6,479,5
733,6,480,4
734,6,481,5
735,6,482,4
736,6,483,5
737,6,484,5
738,6,485,5
739,6,486,4
740,6,487,5
741,6,488,5
742,6,489,5
743,6,490,5
744,6,491,4
745,6,492,5
746,6,493,5
747,6,494,4
748,6,495,4
749,6,496,4
750,6,497,4
751,6,498,4
752,6,499,4
753,6,501,5
754,6,502,4
755,6,503,3
756,6,504,3
757,6,505,4
758,6,506,4
759,6,507,4
760,6,508,3
761,6,509,4
762,6,510,4
763,6,511,5
764,6,512,4
765,6,513,4
766,6,514,5
767,6,515,4
768,6,516,4
769,6,517,4
770,6,518,3
771,6,519,5
772,6,520,4
773,6,521,4
774,6,522,5
775,6,523,5
776,6,524,3
777,6,525,5
778,6,526,3
779,6,527,4
780,6,528,4
781,6,529,4
782,6,530,4
783,6,531,4
784,6,532,3
785,6,533,4
786,6,534,4
787,6,535,2
788,6,536,4
789,6,537,4
790,6,538,2
791,6,539,2
792,7,4,5
793,7,7,5
794,7,8,5
795,7,9,5
796,7,10,4
797,7,11,3
798,7,12,5
799,7,22,5
800,7,23,3
801,7,25,3
802,7,27,4
803,7,28,5
804,7,29,3
805,7,31,4
806,7,32,4
807,7,39,5
808,7,44,5
809,7,47,5
810,7,50,5
811,7,51,2
812,7,52,4
813,7,53,5
814,7,54,3
815,7,56,5
816,7,62,3
817,7,64,5
818,7,68,4
819,7,69,5
820,7,70,1
821,7,71,5
822,7,72,5
823,7,73,3
824,7,77,5
825,7,78,3
826,7,79,4
827,7,80,4
828,7,81,5
829,7,82,3
830,7,86,4
831,7,89,5
832,7,90,3
833,7,91,3
834,7,92,5
835,7,93,5
836,7,96,5
837,7,97,5
838,7,98,4
839,7,99,5
840,7,100,5
841,7,101,5
842,7,106,4
843,7,118,2
844,7,121,5
845,7,125,4
846,7,126,3
847,7,127,5
848,7,131,5
849,7,132,5
850,7,133,5
851,7,134,4
852,7,135,5
853,7,136,5
854,7,139,3
855,7,140,5
856,7,141,5
857,7,142,3
858,7,143,3
859,7,144,5
860,7,145,1
861,7,151,4
862,7,152,4
863,7,153,5
864,7,154,5
865,7,156,5
866,7,157,5
867,7,161,3
868,7,162,5
869,7,163,4
870,7,164,5
871,7,166,3
872,7,168,5
873,7,171,3
874,7,172,4
875,7,173,5
876,7,174,5
877,7,175,5
878,7,176,3
879,7,177,4
880,7,178,4
881,7,179,5
882,7,180,5
883,7,181,3
884,7,182,4
885,7,183,4
886,7,185,5
887,7,186,4
888,7,187,4
889,7,188,5
890,7,190,5
891,7,191,5
892,7,192,4
893,7,193,5
894,7,194,5
895,7,195,5
896,7,196,5
897,7,197,4
898,7,198,3
899,7,199,5
900,7,200,5
901,7,201,2
902,7,202,3
903,7,203,5
904,7,204,5
905,7,205,5
906,7,207,4
907,7,208,5
908,7,210,4
909,7,211,5
910,7,212,1
911,7,213,3
912,7,214,5
913,7,215,4
914,7,216,4
915,7,217,4
916,7,219,1
917,7,223,5
918,7,226,5
919,7,227,3
920,7,228,4
921,7,229,3
922,7,230,3
923,7,231,3
924,7,232,3
925,7,234,5
926,7,237,5
927,7,238,5
928,7,241,4
929,7,246,3
930,7,258,4
931,7,259,3
932,7,260,1
933,7,264,4
934,7,265,5
935,7,266,4
936,7,269,3
937,7,273,3
938,7,275,4
939,7,281,3
940,7,285,5
941,7,286,4
942,7,288,4
943,7,294,1
944,7,300,4
945,7,307,5
946,7,309,3
947,7,317,4
948,7,318,5
949,7,324,1
950,7,334,5
951,7,341,3
952,7,356,4
953,7,357,5
954,7,365,4
955,7,367,5
956,7,378,5
957,7,379,4
958,7,380,4
959,7,382,4
960,7,384,3
961,7,385,5
962,7,386,4
963,7,387,3
964,7,389,4
965,7,391,3
966,7,393,4
967,7,396,4
968,7,399,4
969,7,401,4
970,7,402,5
971,7,403,4
972,7,404,5
973,7,405,3
974,7,415,2
975,7,416,5
976,7,417,3
977,7,418,4
978,7,419,3
979,7,420,5
980,7,421,3
981,7,423,5
982,7,427,5
983,7,428,5
984,7,429,5
985,7,430,3
986,7,431,4
987,7,432,4
988,7,433,5
989,7,434,4
990,7,435,5
991,7,436,5
992,7,440,1
993,7,441,2
994,7,443,5
995,7,444,5
996,7,446,2
997,7,447,5
998,7,448,3
999,7,449,3
1000,7,450,4
1001,7,451,5
1002,7,452,5
1003,7,455,4
1004,7,461,4
1005,7,463,4
1006,7,465,4
1007,7,470,3
1008,7,471,4
1009,7,472,2
1010,7,474,5
1011,7,479,4
1012,7,480,4
1013,7,481,5
1014,7,482,3
1015,7,483,4
1016,7,484,5
1017,7,485,5
1018,7,487,3
1019,7,488,4
1020,7,489,3
1021,7,491,5
1022,7,492,5
1023,7,495,5
1024,7,496,5
1025,7,497,4
1026,7,498,5
1027,7,499,4
1028,7,501,5
1029,7,502,5
1030,7,503,4
1031,7,504,5
1032,7,505,3
1033,7,506,5
1034,7,507,5
1035,7,509,5
1036,7,510,5
1037,7,511,5
1038,7,513,4
1039,7,514,2
1040,7,515,3
1041,7,519,4
1042,7,520,5
1043,7,521,5
1044,7,523,4
1045,7,526,5
1046,7,527,5
1047,7,528,5
1048,7,529,2
1049,7,530,5
1050,7,537,3
1051,7,540,3
1052,7,541,2
1053,7,542,4
1054,7,543,3
1055,7,544,3
1056,7,545,2
1057,7,546,4
1058,7,547,3
1059,7,548,5
1060,7,549,4
1061,7,550,4
1062,7,551,1
1063,7,552,4
1064,7,553,3
1065,7,554,3
1066,7,555,4
1067,7,556,3
1068,7,557,4
1069,7,558,4
1070,7,559,5
1071,7,560,3
1072,7,561,4
1073,7,562,5
1074,7,563,2
1075,7,564,3
1076,7,565,4
1077,7,566,4
1078,7,567,1
1079,7,568,5
1080,7,569,4
1081,7,570,3
1082,7,571,3
1083,7,572,3
1084,7,573,5
1085,7,574,5
1086,7,575,3
1087,7,576,5
1088,7,577,2
1089,7,578,3
1090,7,579,4
1091,7,580,3
1092,7,581,5
1093,7,582,5
1094,7,583,2
1095,7,584,4
1096,7,585,4
1097,7,586,3
1098,7,587,4
1099,7,588,4
1100,7,589,5
1101,7,590,2
1102,7,591,3
1103,7,592,5
1104,7,593,5
1105,7,594,3
1106,7,595,2
1107,7,596,5
1108,7,597,3
1109,7,598,3
1110,7,599,1
1111,7,600,4
1112,7,601,5
1113,7,602,3
1114,7,603,4
1115,7,604,3
1116,7,605,4
1117,7,606,3
1118,7,607,3
1119,7,608,4
1120,7,609,3
1121,7,610,5
1122,7,611,3
1123,7,612,5
1124,7,613,4
1125,7,614,5
1126,7,615,4
1127,7,616,4
1128,7,617,5
1129,7,618,4
1130,7,619,3
1131,7,620,4
1132,7,621,5
1133,7,622,4
1134,7,623,3
1135,7,624,4
1136,7,625,3
1137,7,626,5
1138,7,627,3
1139,7,628,3
1140,7,629,3
1141,7,630,5
1142,7,631,4
1143,7,632,5
1144,7,633,5
1145,7,634,5
1146,7,635,3
1147,7,636,4
1148,7,637,4
1149,7,638,4
1150,7,639,5
1151,7,640,3
1152,7,641,5
1153,7,642,3
1154,7,643,4
1155,7,644,5
1156,7,645,4
1157,7,646,5
1158,7,647,5
1159,7,648,5
1160,7,649,5
1161,7,650,3
1162,7,651,5
1163,7,652,3
1164,7,653,4
1165,7,654,5
1166,7,655,5
1167,7,656,3
1168,7,657,4
1169,7,658,3
1170,7,659,5
1171,7,660,5
1172,7,661,5
1173,7,662,3
1174,7,663,5
1175,7,664,3
1176,7,665,4
1177,7,666,4
1178,7,667,5
1179,7,668,4
1180,7,669,1
1181,7,671,5
1182,7,672,1
1183,7,673,3
1184,7,674,2
1185,7,675,5
1186,7,676,3
1187,7,677,3
1188,7,678,3
1189,7,679,5
1190,7,681,1
1191,7,682,2
1192,7,683,4
1193,8,7,3
1194,8,11,3
1195,8,22,5
1196,8,50,5
1197,8,55,5
1198,8,56,5
1199,8,79,4
1200,8,82,5
1201,8,89,4
1202,8,96,3
1203,8,127,5
1204,8,144,5
1205,8,172,5
1206,8,174,5
1207,8,176,5
1208,8,177,4
1209,8,181,4
1210,8,182,5
1211,8,183,5
1212,8,187,4
1213,8,188,5
1214,8,190,4
1215,8,195,5
1216,8,210,4
1217,8,222,5
1218,8,227,4
1219,8,228,5
1220,8,229,5
1221,8,233,4
1222,8,241,4
1223,8,243,2
1224,8,258,5
1225,8,259,1
1226,8,260,3
1227,8,273,3
1228,8,294,3
1229,8,301,4
1230,8,336,3
1231,8,338,4
1232,8,341,2
1233,8,358,2
1234,8,385,1
1235,8,403,4
1236,8,431,2
1237,8,435,5
1238,8,457,1
1239,8,510,4
1240,8,511,5
1241,8,518,4
1242,8,550,3
1243,8,566,3
1244,8,568,4
1245,8,651,5
1246,8,684,4
1247,8,685,4
1248,8,686,3
1249,8,687,1
1250,8,688,1
1251,8,689,4
1252,9,6,5
1253,9,7,4
1254,9,50,5
1255,9,201,5
1256,9,242,4
1257,9,276,4
1258,9,286,5
1259,9,294,4
1260,9,298,5
1261,9,340,4
1262,9,371,5
1263,9,385,5
1264,9,402,4
1265,9,479,4
1266,9,483,5
1267,9,487,5
1268,9,507,4
1269,9,521,4
1270,9,527,3
1271,9,615,4
1272,9,690,1
1273,9,691,5
1274,10,1,4
1275,10,4,4
1276,10,7,4
1277,10,9,4
1278,10,11,4
1279,10,12,5
1280,10,13,3
1281,10,16,4
1282,10,22,5
1283,10,23,5
1284,10,32,4
1285,10,33,4
1286,10,40,4
1287,10,48,4
1288,10,50,5
1289,10,56,5
1290,10,59,4
1291,10,60,3
1292,10,64,4
1293,10,69,4
1294,10,70,4
1295,10,82,4
1296,10,85,4
1297,10,93,4
1298,10,98,4
1299,10,99,5
1300,10,100,5
1301,10,116,4
1302,10,124,5
1303,10,127,5
1304,10,129,4
1305,10,132,5
1306,10,133,5
1307,10,134,5
1308,10,135,5
1309,10,137,4
1310,10,144,4
1311,10,153,4
1312,10,155,4
1313,10,156,4
1314,10,157,5
1315,10,160,4
1316,10,161,4
1317,10,162,4
1318,10,164,4
1319,10,168,4
1320,10,170,4
1321,10,174,4
1322,10,175,3
1323,10,176,4
1324,10,178,5
1325,10,179,5
1326,10,180,5
1327,10,182,5
1328,10,183,5
1329,10,185,5
1330,10,186,4
1331,10,191,5
1332,10,192,4
1333,10,194,4
1334,10,195,4
1335,10,197,5
1336,10,198,3
1337,10,199,4
1338,10,200,5
1339,10,203,4
1340,10,205,5
1341,10,211,5
1342,10,216,4
1343,10,218,4
1344,10,221,4
1345,10,223,5
1346,10,230,4
1347,10,234,4
1348,10,238,4
1349,10,245,4
1350,10,269,4
1351,10,273,4
1352,10,274,4
1353,10,275,4
1354,10,276,4
1355,10,283,4
1356,10,285,5
1357,10,286,4
1358,10,289,4
1359,10,294,3
1360,10,302,4
1361,10,319,3
1362,10,321,4
1363,10,333,4
1364,10,334,4
1365,10,340,4
1366,10,357,5
1367,10,367,4
1368,10,371,4
1369,10,385,4
1370,10,404,4
1371,10,414,4
1372,10,418,4
1373,10,420,4
1374,10,430,3
1375,10,432,4
1376,10,435,5
1377,10,447,4
1378,10,461,3
1379,10,462,3
1380,10,463,4
1381,10,467,4
1382,10,470,4
1383,10,474,4
1384,10,475,4
1385,10,478,5
1386,10,479,5
1387,10,480,5
1388,10,482,4
1389,10,483,5
1390,10,484,5
1391,10,486,4
1392,10,488,5
1393,10,489,4
1394,10,493,4
1395,10,495,4
1396,10,496,5
1397,10,497,4
1398,10,498,5
1399,10,499,4
1400,10,502,4
1401,10,504,5
1402,10,505,4
1403,10,509,4
1404,10,510,5
1405,10,511,4
1406,10,513,4
1407,10,518,4
1408,10,519,5
1409,10,521,4
1410,10,525,5
1411,10,527,4
1412,10,529,3
1413,10,530,4
1414,10,531,5
1415,10,558,4
1416,10,582,4
1417,10,588,4
1418,10,589,5
1419,10,602,5
1420,10,603,5
1421,10,604,4
1422,10,606,5
1423,10,610,4
1424,10,611,5
1425,10,615,4
1426,10,617,5
1427,10,629,4
1428,10,651,4
1429,10,652,3
1430,10,654,5
1431,10,655,5
1432,10,656,5
1433,10,657,4
1434,10,663,3
1435,10,664,4
1436,10,686,4
1437,10,692,4
1438,10,693,4
1439,10,694,5
1440,10,695,3
1441,10,696,4
1442,10,697,3
1443,10,698,4
1444,10,699,4
1445,10,700,4
1446,10,701,4
1447,10,702,3
1448,10,703,5
1449,10,704,3
1450,10,705,4
1451,10,706,4
1452,10,707,5
1453,10,708,4
1454,10,709,4
1455,10,710,4
1456,10,711,4
1457,10,712,4
1458,11,8,4
1459,11,9,5
1460,11,11,2
1461,11,12,2
1462,11,15,5
1463,11,22,4
1464,11,24,3
1465,11,25,3
1466,11,28,5
1467,11,29,3
1468,11,38,3
1469,11,39,3
1470,11,40,3
1471,11,42,3
1472,11,47,4
1473,11,51,4
1474,11,52,3
1475,11,54,3
1476,11,56,4
1477,11,57,2
1478,11,58,3
1479,11,69,3
1480,11,70,4
1481,11,79,4
1482,11,83,5
1483,11,86,4
1484,11,88,3
1485,11,90,2
1486,11,94,3
1487,11,97,4
1488,11,98,2
1489,11,100,4
1490,11,107,4
1491,11,109,3
1492,11,110,3
1493,11,111,4
1494,11,120,2
1495,11,121,3
1496,11,123,3
1497,11,125,4
1498,11,135,4
1499,11,168,3
1500,11,173,5
1501,11,175,3
1502,11,176,3
1503,11,180,2
1504,11,185,4
1505,11,190,3
1506,11,191,4
1507,11,194,4
1508,11,196,5
1509,11,203,4
1510,11,204,3
1511,11,208,4
1512,11,211,3
1513,11,213,4
1514,11,215,3
1515,11,216,3
1516,11,222,3
1517,11,227,3
1518,11,228,3
1519,11,229,4
1520,11,230,4
1521,11,237,4
1522,11,238,3
1523,11,239,4
1524,11,241,4
1525,11,246,5
1526,11,258,5
1527,11,259,3
1528,11,260,1
1529,11,274,3
1530,11,277,5
1531,11,286,5
1532,11,290,3
1533,11,291,4
1534,11,300,3
1535,11,301,4
1536,11,312,4
1537,11,317,4
1538,11,318,5
1539,11,324,1
1540,11,332,5
1541,11,350,4
1542,11,356,4
1543,11,357,5
1544,11,365,3
1545,11,367,3
1546,11,370,3
1547,11,372,4
1548,11,382,3
1549,11,383,2
1550,11,386,3
1551,11,393,4
1552,11,395,2
1553,11,399,3
1554,11,401,3
1555,11,402,4
1556,11,405,3
1557,11,414,3
1558,11,423,5
1559,11,425,4
1560,11,427,4
1561,11,428,4
1562,11,429,5
1563,11,430,3
1564,11,431,2
1565,11,433,4
1566,11,434,4
1567,11,435,4
1568,11,449,3
1569,11,451,2
1570,11,455,3
1571,11,504,3
1572,11,508,4
1573,11,517,2
1574,11,521,2
1575,11,524,4
1576,11,526,3
1577,11,527,4
1578,11,544,4
1579,11,549,4
1580,11,558,3
1581,11,561,2
1582,11,573,3
1583,11,577,3
1584,11,580,5
1585,11,597,2
1586,11,603,4
1587,11,646,3
1588,11,652,4
1589,11,654,3
1590,11,659,5
1591,11,660,3
1592,11,662,3
1593,11,663,4
1594,11,690,4
1595,11,692,4
1596,11,699,4
1597,11,707,5
1598,11,710,2
1599,11,713,5
1600,11,714,4
1601,11,715,3
1602,11,716,3
1603,11,717,2
1604,11,718,5
1605,11,719,3
1606,11,720,1
1607,11,721,3
1608,11,722,3
1609,11,723,5
1610,11,724,3
1611,11,725,3
1612,11,726,3
1613,11,727,3
1614,11,728,3
1615,11,729,4
1616,11,730,3
1617,11,731,4
1618,11,732,3
1619,11,733,4
1620,11,734,3
1621,11,735,3
1622,11,736,4
1623,11,737,4
1624,11,738,3
1625,11,739,3
1626,11,740,4
1627,11,741,5
1628,11,742,3
1629,11,743,2
1630,11,744,4
1631,11,745,5
1632,11,746,4
1633,11,747,3
1634,11,748,1
1635,11,749,5
1636,11,750,5
1637,11,751,2
1638,11,752,4
1639,12,4,5
1640,12,15,5
1641,12,28,5
1642,12,50,4
1643,12,69,5
1644,12,71,4
1645,12,82,4
1646,12,88,5
1647,12,96,4
1648,12,97,5
1649,12,98,5
1650,12,127,4
1651,12,132,5
1652,12,133,4
1653,12,143,5
1654,12,157,5
1655,12,159,4
1656,12,161,5
1657,12,168,4
1658,12,170,4
1659,12,172,4
1660,12,174,5
1661,12,191,5
1662,12,195,4
1663,12,196,5
1664,12,200,1
